Date,NIFTY50,BRIT,CIPL,RLIN,ASPN,JAIA,TTPW,HPCL,REDY,BOSH,ZEE,UPLL,IOC,TEML,VODA,HALC,SHCM,TITN,PNBK,APSE,ULTC,TCS,TAMO,NEST,BHEL,SUN,HLL,LART,INUS,ARBN,UNSP,KTKM,RANB,TACN,SBIL,GAIL,JSTL,IDFC,BRTI,WIPR,ADEL,HDFL,JNSP,CAIL,DLF,APLH,LUPN,ONGC,BAJA,INBF,ITC,BJFN,MAHM,MRTI,HDBK,RELI,BPCL,HCLT,BJFS,AXBK,SIEM,INBK,INFY,DIVI,NTPC,ICBK,PGRD,ACC,EICH,TISC,YESB,VDAN,BOB,COAL,SBI,NMDC,HROM,LTIM,ABUJ,GRAS
2023-05-24,18285.4,4519.8,938.0,-138.6,3101.5,-7.05,-207.15,-258.2,4519.25,-18751.25,-180.8,682.25,-89.65,1098.75,-6.95,406.9,-23990.8,2707.25,-49.9,718.25,7653.8,3303.35,520.2,21380.6,-80.0,952.15,2614.95,2180.233,-142.75,-603.7,-835.3,1910.35,,771.15,1175.35,-107.7,696.0,-91.45,801.4,399.7,2475.6,566.0,-510.15,,-465.5,4536.45,-777.95,166.25,4517.6,-112.0,430.846,6785.95,1275.7,9270.75,1615.8,2215.403,363.3,1111.95,1426.45,917.7,-3431.0,1271.75,1298.65,3383.15,174.95,940.65,176.85,-1780.4,3610.9,105.2,-15.6,-291.35,-182.65,241.0,582.7,-105.1,2738.7,-4826.35,-422.3,1700.35
2023-05-25,18321.15,4563.3,945.45,-138.9,3123.55,-7.05,-210.8,-258.1,4503.95,-18781.15,-178.85,675.8,-89.15,1098.1,-7.0,404.25,-24247.1,2707.95,-49.65,724.5,7621.75,3293.5,514.85,21474.9,-81.9,945.0,2597.25,2199.739,-147.65,-605.0,-841.3,1929.95,,780.3,1177.35,-107.8,696.65,-94.45,822.7,394.1,2537.45,572.05,-510.6,,-477.25,4568.15,-778.85,166.0,4644.0,-111.55,438.449,6841.15,1277.8,9281.85,1609.6,2215.131,363.3,1116.0,1427.35,921.05,-3487.25,1263.4,1304.35,3435.65,174.5,939.85,178.462,-1778.15,3651.5,104.85,-15.5,-295.8,-181.8,240.05,581.25,-104.3,2732.8,-4910.55,-419.2,1701.35
2023-05-26,18499.35,4596.2,951.35,-138.0,3128.4,-7.0,-212.2,-258.55,4530.95,-18941.7,-190.8,688.1,-90.2,1114.75,-7.05,413.55,-24977.0,2742.15,-50.35,726.85,7721.85,3328.9,518.45,21581.75,-78.95,969.9,2652.35,2213.458,-156.65,-614.85,-858.65,1945.05,,789.7,1195.75,-106.35,701.7,-95.1,817.95,401.7,2544.35,577.2,-520.35,,-478.1,4609.9,-779.95,163.75,4615.95,-113.55,440.884,6904.5,1281.85,9399.95,1615.8,2275.549,364.3,1139.2,1439.15,926.95,-3519.4,1268.05,1317.45,3514.0,174.5,950.7,177.975,-1785.0,3690.35,106.4,-15.6,-297.65,-183.55,241.5,586.0,-106.5,2745.15,-5001.1,-424.55,1688.3
2023-05-29,18598.65,4575.25,956.25,-139.65,3137.4,-7.0,-217.0,-257.7,4556.25,-18296.0,-192.45,690.0,-90.05,1114.05,-7.1,419.9,-25261.35,2812.25,-50.8,737.5,7840.55,3320.35,521.45,21729.45,-83.0,968.45,2650.3,2219.545,-155.7,-611.3,-866.55,1953.2,,794.25,1218.1,-106.25,702.2,-96.5,821.25,399.8,2534.05,579.05,-531.8,,-482.65,4640.45,-805.7,159.0,4618.5,-117.45,446.35,6932.05,1330.15,9333.5,1635.5,2288.349,361.7,1126.2,1449.55,929.8,-3512.7,1284.95,1314.4,3477.85,176.3,948.15,175.875,-1794.4,3711.45,108.45,-15.9,-300.35,-183.75,246.1,595.0,-106.9,2776.9,-4988.9,-427.0,1713.3
2023-05-30,18633.85,4573.25,959.85,-138.6,3144.4,-7.1,-216.9,-256.9,4518.9,-18540.9,-195.1,689.05,-90.3,1098.4,-7.1,413.1,-25586.95,2802.5,-51.45,734.05,7901.95,3316.2,518.8,21574.45,-82.05,959.6,2656.55,2205.826,-156.75,-650.75,-867.15,1974.7,,790.9,1215.9,-105.95,704.6,-99.15,818.45,402.5,2496.45,585.15,-522.8,,-474.6,4599.15,-803.6,158.85,4591.9,-115.4,449.9,7005.8,1328.45,9383.35,1636.75,2287.759,360.4,1135.85,1465.85,937.45,-3559.7,1293.25,1323.85,3458.0,176.8,949.95,176.325,-1798.4,3678.35,107.05,-15.9,-285.6,-183.65,244.3,592.8,-107.2,2779.15,-4991.25,-430.9,1725.15
2023-05-31,18534.4,4657.05,953.05,-134.7,3192.95,-7.15,-213.55,-260.9,4501.05,-18568.4,-195.05,685.1,-90.0,1115.55,-7.2,405.9,-25165.2,2823.25,-51.85,738.85,7870.05,3289.5,526.3,21673.1,-81.9,975.35,2667.55,2200.687,-153.85,-658.6,-883.5,2014.35,,798.65,1235.0,-104.8,696.3,-99.2,849.9,403.65,2493.35,592.35,-517.25,,-474.9,4621.95,-804.5,154.9,4567.15,-115.15,445.5,6989.85,1319.0,9367.7,1610.85,2242.321,363.5,1145.1,1451.05,914.85,-3551.65,1286.6,1318.3,3443.6,173.85,949.15,175.387,-1777.2,3671.95,105.8,-16.2,-278.3,-185.0,241.25,579.85,-106.8,2759.9,-4998.4,-423.6,1718.35
2023-06-01,18487.75,4635.25,964.75,-133.95,3240.7,-7.2,-215.3,-260.25,4552.05,-18602.0,-192.15,677.95,-90.5,1120.8,-7.15,406.35,-25167.3,2827.25,-51.7,732.05,7842.8,3324.0,535.2,21874.3,-82.0,987.7,2697.9,2202.832,-158.55,-658.7,-876.15,1930.05,,793.65,1207.75,-105.35,693.85,-99.4,827.95,407.15,2492.15,582.2,-509.85,,-477.2,4814.25,-812.15,153.65,4643.6,-114.6,439.7,7040.5,1318.9,9328.3,1604.0,2236.284,364.55,1141.9,1450.15,919.7,-3534.3,1290.15,1319.5,3525.4,174.4,936.1,174.75,-1800.3,3716.05,105.95,-16.3,-278.1,-184.85,230.35,582.75,-106.9,2800.4,-4969.3,-429.25,1702.45
2023-06-02,18534.1,4654.15,965.85,-134.6,3237.25,-7.2,-215.65,-258.55,4610.45,-18751.0,-193.5,683.35,-89.8,1123.1,-7.15,420.75,-25038.4,2861.65,-52.3,736.6,7850.65,3305.6,535.9,22046.45,-83.2,999.6,2716.7,2229.522,-160.05,-662.5,-874.65,1938.75,,796.05,1202.5,-104.6,706.6,-98.9,836.5,404.95,2445.05,576.4,-525.35,,-489.3,4967.3,-816.95,154.7,4669.1,-113.55,443.4,7023.9,1341.4,9485.35,1606.5,2228.975,360.05,1137.05,1457.25,926.1,-3552.65,1288.2,1299.0,3511.6,174.55,938.15,175.95,-1815.6,3699.4,108.0,-16.4,-280.1,-186.75,230.9,587.2,-108.9,2892.65,-4994.15,-438.05,1710.55
2023-06-05,18593.85,4682.6,974.8,-132.8,3199.75,-7.25,-219.05,-256.5,4603.55,-18872.65,-201.2,690.0,-89.25,1109.35,-7.15,419.7,-24820.05,2855.7,-52.15,738.8,7882.0,3288.9,546.25,21834.15,-85.6,1008.75,2695.8,2263.196,-157.65,-658.9,-876.15,1924.9,,792.45,1215.4,-104.45,712.15,-100.0,834.5,404.2,2433.95,574.15,-525.95,,-489.25,4950.2,-820.3,155.4,4710.05,-114.2,440.65,7043.2,1395.4,9582.1,1604.4,2248.994,356.8,1138.3,1458.9,950.85,-3522.0,1301.8,1304.5,3462.3,174.1,946.75,176.7,-1810.45,3673.25,109.4,-16.15,-278.3,-185.65,229.7,587.2,-109.0,2870.6,-4943.2,-439.05,1734.5
2023-06-06,18599.0,4705.4,972.05,-132.5,3212.75,-7.3,-216.75,-262.35,4636.65,-18879.55,-197.8,694.0,-89.4,1086.25,-7.05,415.55,-25793.8,2881.45,-52.05,745.4,8109.55,3232.3,555.75,21705.4,-83.85,1013.8,2691.15,2272.825,-157.25,-664.0,-867.0,1959.05,,792.1,1223.0,-104.7,712.85,-102.0,829.45,399.95,2433.65,579.7,-523.05,,-494.65,4940.1,-821.65,153.65,4726.25,-112.9,442.8,7113.95,1411.2,9736.2,1599.4,2250.9,356.15,1128.6,1475.1,968.2,-3586.25,1306.0,1279.0,3537.9,175.4,942.1,176.475,-1856.3,3705.1,109.0,-16.0,-277.4,-185.3,227.8,585.35,-109.2,2904.8,-4884.85,-459.15,1766.4
2023-06-07,18726.4,4893.15,960.45,-136.05,3224.8,-8.3,-218.45,-276.65,4673.75,-18973.6,-201.05,693.95,-90.85,1095.7,-7.65,422.6,-25795.6,2906.95,-52.35,743.75,8157.6,3274.9,567.95,22367.75,-84.2,1014.6,2716.2,2310.29,-161.55,-672.0,-875.45,1939.4,,823.1,1245.8,-105.6,729.75,-102.55,844.25,402.8,2439.55,594.45,-531.5,,-495.7,5026.45,-817.65,153.85,4780.75,-112.5,443.95,7079.95,1406.4,9707.5,1607.7,2267.968,368.1,1129.05,1480.9,976.75,-3653.9,1311.2,1288.95,3542.1,177.35,940.2,179.4,-1851.75,3727.4,111.5,-16.15,-278.45,-187.4,230.7,589.2,-109.5,2958.0,-4902.25,-455.75,1769.05
2023-06-08,18634.55,4875.05,965.4,-137.05,3212.25,-7.8,-220.65,-265.9,4649.4,-18766.9,-196.15,690.05,-90.05,1071.3,-7.35,418.25,-25632.0,2877.0,-51.95,736.4,8100.15,3236.45,559.7,22148.9,-84.3,987.0,2679.9,2335.034,-157.25,-668.5,-871.05,1886.5,,807.1,1238.9,-104.75,748.8,-101.0,836.0,399.55,2429.15,593.9,-530.15,,-484.75,4926.65,-811.85,156.1,4800.65,-111.55,442.9,7010.1,1381.05,9658.6,1608.7,2269.33,361.1,1126.75,1467.4,962.1,-3659.45,1303.85,1282.8,3499.7,182.05,937.9,181.238,-1833.55,3657.4,111.15,-16.75,-277.55,-187.45,228.1,588.5,-108.6,2964.8,-4805.2,-451.7,1711.95
2023-06-09,18563.4,4878.75,969.25,-137.2,3180.55,-8.05,-221.2,-262.2,4666.8,-18758.4,-194.05,680.25,-90.3,1063.05,-7.3,415.05,-25447.8,2876.25,-51.35,734.95,8153.25,3209.3,562.3,22073.45,-85.8,983.95,2636.2,2357.683,-157.25,-669.4,-888.2,1872.0,,801.0,1232.4,-104.9,748.5,-101.35,833.5,397.3,2451.15,581.7,-523.95,,-485.2,4926.7,-806.4,154.25,4743.4,-109.9,438.45,7037.15,1370.65,9627.8,1610.6,2253.261,359.45,1109.75,1466.5,974.75,-3658.55,1331.05,1265.95,3428.75,182.8,938.05,183.675,-1837.3,3581.3,108.9,-16.6,-276.75,-184.85,227.65,578.7,-107.55,2899.3,-4823.05,-455.7,1715.75
2023-06-12,18601.5,4900.25,959.95,-139.4,3194.75,-8.65,-220.95,-273.45,4675.65,-18994.8,-194.85,678.95,-91.85,1074.75,-7.5,416.8,-25715.4,2852.6,-51.55,742.1,8198.6,3246.9,564.15,22289.35,-85.8,985.45,2643.45,2334.685,-163.35,-663.7,-880.75,1879.45,,800.75,1238.9,-105.2,747.3,-102.55,836.35,395.6,2484.8,584.4,-525.8,,-490.6,4924.75,-818.9,155.05,4769.65,-109.35,436.95,7097.7,1381.4,9550.45,1600.8,2255.258,371.65,1139.65,1466.0,974.2,-3658.4,1332.45,1291.95,3438.45,185.7,935.95,181.238,-1838.55,3590.6,109.5,-16.4,-277.85,-187.0,229.0,578.65,-108.0,2930.4,-4899.35,-456.3,1731.4
2023-06-13,18716.15,4940.1,981.5,-143.85,3262.85,-8.55,-221.8,-274.35,4702.0,-19060.1,-193.95,682.25,-91.9,1079.4,-7.7,421.4,-26164.0,2912.5,-52.0,737.85,8276.3,3243.7,562.2,22492.6,-85.1,988.1,2675.9,2349.103,-166.3,-681.6,-893.5,1855.95,,819.9,1243.3,-107.05,756.65,-104.8,834.35,395.55,2462.55,584.8,-533.1,,-503.6,4951.05,-817.45,155.65,4755.95,-114.4,445.4,7166.75,1373.15,9517.5,1603.5,2288.576,373.6,1131.3,1486.2,985.85,-3734.4,1336.25,1304.85,3487.7,185.35,943.55,181.688,-1846.95,3592.65,111.15,-16.4,-278.0,-187.25,228.95,576.4,-108.75,2952.45,-4944.95,-458.95,1737.95
2023-06-14,18755.9,4941.65,978.7,-149.95,3270.2,-8.35,-224.15,-275.9,4699.0,-19072.3,-194.85,682.75,-93.15,1077.6,-7.9,425.05,-26236.1,2907.05,-51.8,739.35,8358.3,3251.05,570.3,22728.75,-83.85,986.7,2698.75,2349.751,-166.75,-669.75,-898.05,1864.65,,862.5,1242.3,-107.2,772.85,-103.5,827.95,396.45,2457.15,585.05,-540.6,,-503.7,5009.0,-818.75,157.85,4730.2,-113.15,444.5,7096.85,1378.65,9532.5,1601.75,2316.72,373.55,1135.85,1480.4,977.7,-3763.2,1323.25,1300.4,3485.95,187.2,939.8,184.875,-1854.85,3572.05,113.8,-16.2,-281.0,-187.45,228.95,576.55,-108.95,2931.6,-4906.7,-464.6,1779.35
2023-06-15,18688.1,4975.45,998.2,-149.45,3294.35,-8.1,-220.6,-274.0,4803.45,-19024.35,-186.6,680.8,-92.9,1081.5,-7.8,423.05,-26145.3,2908.0,-50.4,739.5,8333.2,3216.3,568.45,22966.2,-84.55,988.4,2689.7,2355.987,-163.5,-685.4,-896.05,1833.5,,865.0,1241.1,-107.15,770.6,-105.6,829.7,388.95,2485.65,578.15,-537.05,,-490.35,5218.75,-834.75,157.65,4721.55,-113.15,448.1,7126.6,1392.75,9594.85,1582.05,2317.355,378.9,1143.6,1474.7,977.15,-3751.7,1297.1,1286.8,3581.05,186.7,926.6,184.837,-1850.0,3534.7,113.75,-16.1,-281.3,-183.4,228.6,566.5,-107.75,2843.05,-4971.15,-458.35,1772.5
2023-06-16,18826.0,5044.7,1006.05,-151.55,3316.85,-8.15,-222.25,-273.4,4915.05,-18995.65,-187.15,690.85,-92.15,1077.2,-7.8,426.95,-26213.15,2954.3,-51.55,747.4,8333.25,3174.9,569.8,22968.55,-86.75,992.0,2715.65,2361.475,-163.7,-682.6,-909.35,1857.4,,862.75,1281.35,-107.5,776.1,-108.3,837.8,381.3,2509.6,609.55,-544.2,,-496.0,5200.05,-830.45,157.0,4641.95,-112.95,453.1,7203.2,1403.85,9603.7,1602.75,2339.916,376.8,1148.2,1508.6,981.55,-3793.1,1314.0,1291.65,3579.6,188.2,934.2,184.837,-1855.45,3538.9,114.25,-16.3,-280.05,-188.1,228.55,571.25,-107.0,2832.05,-5010.6,-460.9,1780.75
2023-06-19,18755.45,5021.05,1011.25,-150.75,3309.7,-8.1,-223.15,-272.75,4879.0,-18943.7,-185.25,685.6,-91.9,1093.6,-7.6,426.15,-25999.0,2968.6,-51.95,735.65,8268.6,3210.4,566.05,22794.85,-87.35,1001.8,2683.25,2361.026,-160.8,-678.05,-899.05,1824.55,,857.0,1280.5,-108.0,771.65,-106.9,828.15,380.15,2401.4,626.55,-574.5,,-485.35,5145.0,-825.15,157.8,4597.35,-112.9,453.6,7386.2,1402.55,9532.0,1604.15,2316.675,374.75,1137.55,1541.95,965.65,-3807.7,1301.4,1294.0,3584.75,185.85,923.15,182.325,-1825.4,3496.65,114.1,-16.25,-280.55,-193.75,227.15,568.85,-106.15,2782.6,-5049.95,-452.85,1761.3
2023-06-20,18816.7,5056.45,1011.15,-146.5,3318.7,-8.05,-224.95,-272.95,4901.2,-19058.65,-173.3,683.45,-91.9,1107.35,-7.4,428.95,-25949.2,2974.0,-51.9,737.8,8243.45,3227.7,583.25,22955.55,-87.95,991.95,2676.1,2376.64,-161.55,-680.95,-891.75,1844.0,,858.9,1295.35,-108.25,773.15,-105.5,831.2,382.5,2414.8,643.7,-594.15,,-489.2,5162.05,-829.9,157.25,4662.0,-114.05,452.85,7248.8,1396.45,9492.1,1607.5,2321.486,372.45,1168.65,1521.05,974.85,-3829.4,1298.4,1303.4,3566.2,187.5,925.55,186.562,-1838.2,3562.1,114.25,-16.25,-282.65,-194.95,227.25,567.4,-107.2,2800.7,-5022.15,-448.95,1769.1
2023-06-21,18856.85,5069.55,1008.9,-147.75,3316.1,-7.95,-224.3,-274.0,4910.4,-19201.7,-180.3,686.1,-92.0,1119.9,-7.75,420.95,-25660.75,2971.1,-52.85,749.45,8241.55,3258.2,581.4,22891.6,-86.9,991.9,2676.6,2389.062,-167.0,-682.0,-896.4,1845.55,,860.15,1294.95,-106.7,758.75,-102.8,839.0,385.5,2405.95,642.5,-583.5,,-482.85,5118.75,-875.05,160.2,4650.15,-117.15,447.05,7206.15,1374.25,9440.85,1635.6,2328.023,372.8,1170.45,1519.25,966.0,-3802.25,1286.6,1299.35,3509.55,187.5,924.7,193.65,-1845.85,3570.45,113.9,-16.2,-281.25,-198.1,228.45,566.35,-106.75,2823.55,-5000.5,-448.1,1777.9
2023-06-22,18771.25,4987.05,998.3,-145.15,3248.05,-7.9,-221.1,-275.0,4899.45,-18879.3,-179.45,674.4,-92.0,1119.05,-7.45,420.05,-25656.35,2970.25,-51.0,745.6,8162.75,3238.5,569.35,22532.9,-85.75,990.3,2654.35,2410.813,-165.3,-671.65,-894.25,1836.1,,841.9,1276.5,-104.45,752.35,-99.9,842.8,382.3,2397.25,639.0,-584.1,,-481.25,5066.0,-852.35,158.95,4612.1,-114.55,447.65,7030.0,1378.7,9403.05,1643.6,2301.876,373.4,1163.4,1507.65,966.6,-3688.85,1272.7,1281.55,3543.85,184.5,925.75,190.163,-1831.75,3558.6,111.1,-16.0,-280.65,-193.3,226.95,562.95,-105.75,2825.05,-5026.05,-444.85,1750.3
2023-06-23,18665.5,4970.8,989.4,-143.25,3297.7,-7.8,-218.3,-269.45,4993.9,-18616.95,-176.65,666.85,-89.3,1115.5,-7.45,408.5,-25145.25,2939.15,-50.5,714.3,8080.2,3216.35,559.65,22536.85,-84.65,991.45,2641.6,2384.174,-161.9,-699.15,-906.6,1828.55,,840.85,1262.7,-105.05,746.5,-98.3,854.8,379.95,2233.55,626.9,-568.85,,-477.7,5045.45,-858.25,156.9,4622.6,-116.35,444.75,6989.65,1373.25,9327.3,1643.5,2283.038,359.6,1165.15,1501.95,958.4,-3675.7,1308.7,1265.0,3462.95,186.7,923.5,187.575,-1766.9,3539.2,109.6,-16.0,-276.2,-192.2,225.9,554.6,-104.7,2776.4,-4956.65,-425.8,1716.1
2023-06-26,18691.2,5009.2,1021.9,-140.2,3308.15,-7.7,-218.6,-271.15,5041.6,-18588.4,-177.85,679.2,-89.55,1111.9,-7.65,414.7,-23702.15,2972.6,-50.3,724.4,8167.1,3189.65,567.85,22630.8,-83.8,994.95,2652.1,2372.201,-165.35,-721.35,-901.0,1822.95,,862.55,1266.35,-104.8,748.8,-100.0,851.95,380.9,2295.6,630.25,-567.7,,-477.15,5036.95,-874.0,156.9,4606.9,-115.3,445.7,6998.7,1397.65,9470.2,1635.55,2265.608,358.3,1167.5,1507.55,960.55,-3699.35,1315.05,1270.35,3534.35,184.9,927.45,186.375,-1792.3,3551.65,109.85,-16.1,-279.8,-190.75,224.3,557.05,-104.8,2851.25,-5007.3,-432.05,1726.8
2023-06-27,18817.4,4954.25,1009.25,-141.25,3326.0,-7.85,-219.25,-267.0,5025.6,-18572.6,-179.0,674.35,-89.35,1119.7,-7.5,417.75,-24018.15,2975.7,-50.85,720.25,8208.5,3197.35,573.1,22637.25,-84.35,1001.8,2651.35,2382.677,-162.65,-718.2,-910.0,1844.7,,854.2,1286.4,-104.3,762.5,-102.1,864.9,382.6,2284.45,667.2,-581.95,,-483.85,5142.8,-881.7,157.85,4618.05,-116.4,445.1,7019.25,1402.4,9461.0,1658.6,2266.425,360.35,1170.0,1522.95,973.25,-3706.2,1315.95,1279.15,3583.3,186.05,936.1,187.163,-1788.6,3535.75,110.75,-16.05,-279.55,-190.95,225.15,566.1,-104.5,2844.1,-5163.05,-433.85,1733.15
2023-06-28,18972.1,4992.15,1009.9,-138.95,3348.25,-7.85,-218.05,-269.1,5107.85,-18721.45,-177.5,680.35,-90.65,1108.1,-7.45,420.2,-24053.4,3028.1,-50.4,756.5,8260.65,3215.45,586.65,22744.1,-85.05,1021.8,2661.25,2416.002,-164.35,-738.75,-913.2,1840.55,,854.95,1299.9,-103.8,783.4,-102.3,872.2,381.7,2402.0,651.95,-576.1,,-485.9,5126.9,-889.6,158.55,4716.3,-116.15,449.35,7090.2,1395.0,9540.65,1676.15,2296.429,365.4,1170.25,1518.85,978.2,-3764.75,1334.05,1293.35,3601.55,189.1,937.45,187.613,-1812.35,3544.85,111.55,-16.2,-279.95,-190.0,227.25,569.8,-104.5,2828.75,-5088.9,-434.25,1743.1
2023-06-30,19189.05,5024.55,1014.95,-138.25,3362.05,-7.95,-221.85,-273.85,5159.6,-19042.35,-177.35,687.55,-91.3,1130.85,-7.45,420.95,-23886.45,3047.65,-51.65,739.25,8294.75,3302.25,595.55,22894.3,-87.65,1051.6,2678.15,2469.98,-164.25,-727.35,-912.2,1846.55,,860.9,1306.9,-105.05,784.8,-102.7,878.75,389.15,2388.05,651.2,-581.05,,-490.55,5098.2,-902.75,160.3,4691.55,-123.4,451.6,7160.6,1453.6,9789.05,1701.4,2315.267,364.7,1187.95,1528.0,987.45,-3766.45,1374.65,1335.5,3583.6,189.15,934.6,191.363,-1813.7,3580.1,112.0,-16.25,-277.95,-190.35,231.0,572.85,-104.65,2910.1,-5197.2,-425.9,1734.65
2023-07-03,19322.55,5008.3,1001.8,-139.65,3358.7,-8.05,-221.9,-283.5,5098.3,-19016.05,-180.85,680.3,-95.25,1121.45,-7.55,425.65,-24121.0,3038.3,-53.85,737.4,8463.8,3272.3,590.8,22632.55,-88.3,1032.7,2701.05,2448.528,-165.45,-712.4,-920.05,1843.95,,858.85,1297.95,-106.45,794.0,-109.2,879.15,391.6,2385.5,650.7,-595.05,,-493.15,5068.5,-892.3,162.9,4610.65,-127.05,463.25,7333.0,1467.95,9673.0,1719.8,2374.687,375.3,1181.6,1540.1,982.1,-3727.45,1380.35,1333.7,3587.55,191.25,942.55,187.875,-1825.1,3630.85,113.1,-16.35,-278.1,-199.1,231.65,585.45,-107.5,2898.75,-5211.35,-435.85,1793.7
2023-07-04,19389.0,5010.15,1011.85,-137.1,3347.7,-8.1,-220.65,-279.1,5188.4,-19053.6,-182.45,676.95,-94.65,1148.0,-7.45,425.8,-24081.95,3074.65,-57.05,741.7,8411.7,3308.85,591.45,22624.05,-86.9,1048.8,2700.0,2456.311,-162.35,-712.65,-917.65,1861.7,,855.55,1289.25,-106.55,796.65,-111.2,865.15,395.95,2387.7,647.0,-609.1,,-489.8,5109.95,-891.4,161.2,4625.4,-126.2,466.35,7860.45,1464.45,9647.4,1728.2,2350.22,376.65,1190.6,1629.5,970.7,-3703.2,1367.35,1345.15,3550.1,194.05,944.7,187.2,-1820.45,3401.8,112.4,-16.8,-277.55,-202.35,231.8,589.25,-107.1,3029.8,-5250.55,-432.7,1769.55
2023-07-05,19398.5,5096.1,1010.8,-138.5,3374.4,-8.4,-221.7,-290.8,5178.35,-19162.55,-183.1,669.8,-95.5,1175.0,-7.4,421.5,-24432.5,3099.85,-58.6,742.75,8377.2,3319.95,588.25,22899.9,-92.95,1044.7,2755.85,2465.241,-162.9,-731.6,-930.05,1864.85,,845.9,1291.55,-107.4,791.9,-114.3,866.65,393.9,2399.15,673.6,-624.65,,-499.7,5077.65,-897.3,162.8,4890.05,-130.5,475.1,7838.75,1475.35,9992.3,1673.3,2346.362,386.55,1194.8,1613.7,966.5,-3710.0,1399.55,1347.3,3747.95,193.4,958.0,189.938,-1820.8,3309.75,112.95,-17.15,-277.45,-205.2,231.4,590.6,-107.5,3158.2,-5242.1,-432.4,1777.9
2023-07-06,19497.3,5173.55,1021.25,-138.75,3399.4,-8.75,-229.6,-301.95,5231.8,-19514.85,-189.35,672.75,-98.6,1179.25,-7.5,426.4,-24218.55,3106.4,-59.0,740.05,8410.2,3322.9,600.8,23099.45,-93.1,1042.5,2757.1,2483.001,-165.9,-761.3,-944.05,1877.3,,845.05,1292.95,-110.8,795.55,-113.7,869.65,396.2,2402.9,661.15,-613.4,,-513.6,5283.05,-905.3,165.4,4917.7,-128.25,473.9,7766.25,1548.8,9859.4,1675.0,2395.613,393.3,1180.65,1619.9,980.95,-3730.75,1390.2,1343.9,3736.85,196.75,959.4,197.025,-1820.35,3222.2,112.65,-17.8,-280.0,-205.45,234.6,592.5,-107.05,3172.1,-5178.2,-431.5,1768.05
2023-07-07,19331.8,5054.5,1020.65,-138.6,3343.7,-8.65,-228.0,-305.95,5182.5,-19740.75,-206.15,663.0,-99.2,1156.0,-7.45,422.7,-23883.35,3144.0,-60.4,718.7,8336.45,3329.25,618.2,22906.2,-91.6,1035.7,2698.1,2443.839,-163.4,-745.6,-914.65,1853.5,,833.25,1294.0,-110.7,788.4,-111.35,870.45,395.85,2379.6,658.1,-610.2,,-502.85,5146.25,-900.6,163.5,4834.0,-130.4,468.4,7622.35,1564.15,9850.25,1660.4,2390.937,391.65,1157.6,1614.9,976.7,-3690.45,1357.1,1330.2,3668.65,192.6,946.4,191.587,-1791.5,3184.8,111.6,-17.45,-280.55,-209.0,234.0,593.6,-106.9,3148.2,-5114.55,-417.9,1743.3
2023-07-10,19355.9,5031.85,1016.7,-135.65,3343.15,-8.2,-225.0,-298.0,5154.95,-19236.25,-201.5,660.1,-97.4,1147.15,-7.4,427.85,-24017.3,3045.55,-60.6,720.1,8351.35,3271.95,618.65,22580.25,-91.2,1045.0,2656.55,2433.263,-162.5,-735.5,-914.9,1866.9,,825.65,1293.3,-108.95,810.6,-110.3,885.4,389.95,2410.25,668.25,-626.35,,-501.55,5158.35,-900.85,162.75,4897.95,-125.95,465.85,7533.25,1551.4,9736.3,1656.45,2483.04,386.2,1124.5,1597.8,964.05,-3647.45,1367.0,1329.15,3639.95,191.55,948.4,187.5,-1794.7,3173.9,115.3,-17.05,-282.25,-203.4,233.75,592.6,-107.8,3123.7,-4997.75,-419.5,1743.0
2023-07-11,19439.4,5083.9,1027.8,-136.8,3392.55,-8.25,-225.5,-295.15,5165.85,-19298.65,-202.0,644.25,-98.1,1161.45,-7.35,424.65,-23955.35,3087.6,-60.45,729.9,8325.9,3272.4,628.5,22852.3,-93.95,1072.25,2684.5,2468.982,-164.9,-736.4,-925.35,1866.6,,840.3,1295.0,-109.3,797.4,-114.8,891.9,392.05,2422.9,672.55,-626.5,,-499.65,5257.0,-914.2,164.6,4917.65,-123.65,473.15,7444.0,1569.45,9900.15,1648.4,2509.958,390.9,1114.9,1592.4,953.2,-3766.6,1380.95,1348.6,3641.45,192.4,944.95,190.125,-1783.25,3253.05,115.15,-17.2,-277.55,-204.85,234.0,588.55,-108.0,3102.6,-4924.25,-419.75,1767.7
2023-07-12,19384.3,5073.9,1022.2,-137.55,3406.75,-8.25,-226.3,-291.4,5189.0,-19515.95,-201.95,643.85,-97.9,1159.4,-7.35,424.85,-24261.4,3096.5,-61.4,724.2,8220.5,3259.9,621.45,23060.05,-94.3,1078.75,2673.65,2449.426,-164.1,-735.05,-929.15,1878.1,,843.25,1300.6,-110.6,805.7,-115.05,889.95,391.85,2387.9,671.7,-621.7,,-492.4,5252.05,-940.5,167.65,4878.45,-123.65,472.3,7431.95,1570.85,9835.8,1632.95,2512.727,386.2,1110.55,1593.2,950.0,-3828.85,1371.45,1333.3,3633.5,190.8,944.4,189.038,-1789.65,3291.65,114.7,-17.3,-277.65,-204.7,234.4,589.25,-111.6,3078.85,-4816.2,-421.55,1777.85
